1	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	Serine/threonine protein kinase	KOG0580
3	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	Serine/threonine protein kinase	KOG0588
4	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	Serine/threonine protein kinase Chk2 and related proteins	KOG0615
1	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains	KOG1987
2	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	Structural maintenance of chromosome protein 1 (sister chromatid cohesion complex Cohesin, subunit SMC1)	KOG0018
3	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	Structural maintenance of chromosome protein 3 (sister chromatid cohesion complex Cohesin, subunit SMC3)	KOG0964
1	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	p53-interacting protein 53BP/ASPP, contains ankyrin and SH3 domains	KOG0515
7	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	Fasciclin and related adhesion glycoproteins	KOG1437
1	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	GDP-mannose pyrophosphorylase/mannose-1-phosphate guanylyltransferase	KOG1322
1	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	Glycosyltransferase	KOG0853
2	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	Membrane-associated protein FER-1 and related ferlins, contain multiple C2 domains	KOG1326
1	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase	KOG1111
2	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	Nidogen and related basement membrane protein proteins	KOG1214
4	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	UDP-glucose 4-epimerase/UDP-sulfoquinovose synthase	KOG1371
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Actin filament-coating protein tropomyosin	KOG1003
7	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Actin-binding protein SLA2/Huntingtin-interacting protein Hip1	KOG0980
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Alpha tubulin	KOG1376
2	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Arp2/3 complex-interacting protein VIP1/Asp1, involved in regulation of actin cytoskeleton	KOG1057
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Beta tubulin	KOG1375
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Beta-spectrin	KOG0517
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Cytoplasmic protein Max-1, contains PH, MyTH4 and FERM domains	KOG0248
24	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Cytoskeletal regulator Flightless-I (contains leucine-rich and gelsolin repeats)	KOG0444
3	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Drebrins and related actin binding proteins	KOG3655
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Dystonin, GAS (Growth-arrest-specific protein), and related proteins	KOG0516
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Gamma tubulin	KOG1374
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin (KAR3 subfamily)	KOG0239
2	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin (SMY1 subfamily)	KOG0240
16	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin light chain	KOG1840
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin-like protein	KOG0241
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin-like protein	KOG0242
2	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin-like protein	KOG0243
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin-like protein	KOG0244
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin-like protein	KOG0245
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin-like protein	KOG0246
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin-like protein	KOG0247
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Kinesin-like protein	KOG4280
19	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Leucine-rich repeat (LRR) protein, contains calponin homology domain	KOG0532
1	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Members of tubulin/FtsZ family	KOG2530
5	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Microtubule-associated protein TAU	KOG2418
2	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Microtubule-associated proteins	KOG3592
18	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Myosin class II heavy chain	KOG0161
2	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Projectin/twitchin and related proteins	KOG0613
3	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	WASP-interacting protein VRP1/WIP, contains WH2 domain	KOG4462
2	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	WD40 repeat stress protein/actin interacting protein	KOG0318
8	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	Wiskott Aldrich syndrome proteins	KOG1830
3	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	Flavonol reductase/cinnamoyl-CoA reductase	KOG1502
22	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	dsRNA-activated protein kinase inhibitor P58, contains TPR and DnaJ domains	KOG0624
12	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	Collagens (type IV and type XIII), and related proteins	KOG3544
16	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	Collagens (type XV)	KOG3546
7	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	Extracellular matrix protein slit, contains leucine-rich and EGF-like repeats	KOG4237
1	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	Mucin/alpha-tectorin	KOG4291
1	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	Tumor necrosis factor-alpha-converting enzyme (TACE/ADAM17) and related metalloproteases	KOG3658
12	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	Vitronectin receptor, alpha subunit	KOG3637
2	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Amphiphysin	KOG3771
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Clathrin coat binding protein/Huntingtin interacting protein HIP1, involved in regulation of endocytosis	KOG4442
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Endocytosis protein RME-8, contains DnaJ domain	KOG1789
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	GTPase Rab11/YPT3, small G protein superfamily	KOG0087
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	GTPase Rab14, small G protein superfamily	KOG0097
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	GTPase Rab2, small G protein superfamily	KOG0098
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	GTPase Rab27, small G protein superfamily	KOG0081
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	GTPase Rab3, small G protein superfamily	KOG0093
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	GTPase Rab30, small G protein superfamily	KOG0095
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	GTPase Rab4, small G protein superfamily	KOG0086
2	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	GTPase Rab5/YPT51 and related small G protein superfamily GTPases	KOG0092
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	GTPase Rab6/YPT6/Ryh1, small G protein superfamily	KOG0094
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Guanine nucleotide exchange factor EFA6	KOG0932
4	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Inositol-1,4,5-triphosphate 5-phosphatase (synaptojanin), INP51/INP52/INP53 family	KOG0566
5	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Mitochondrial Fe/S cluster exporter, ABC superfamily	KOG0057
5	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Peptide exporter, ABC superfamily	KOG0058
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Prolactin regulatory element-binding protein/Protein transport protein SEC12p	KOG0771
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Rab6 GTPase-interacting protein involved in endosome-to-TGN transport	KOG4809
2	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Signal recognition particle receptor, alpha subunit	KOG0781
2	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Signal recognition particle, subunit Srp54	KOG0780
3	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Signal recognition particle, subunit Srp72	KOG2376
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Synaptic vesicle protein BAIAP3, involved in vesicle priming/regulation	KOG1328
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Synaptic vesicle protein rabphilin-3A	KOG1013
43	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Translocase of outer mitochondrial membrane complex, subunit TOM70/TOM72	KOG0547
4	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Vesicle coat complex COPII, subunit SEC24/subunit SFB2	KOG1985
6	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Vesicle coat complex COPII, subunit SEC31	KOG0307
4	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Vesicle coat complex COPII, subunit SFB3	KOG1984
1	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	Vesicular amine transporter	KOG3764
4	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	Nuclear architecture related protein	KOG2439
1	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	Nuclear pore complex protein	KOG4719
3	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	Nuclear pore complex, Nup214/CAN component	KOG3630
4	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	KOG0845
3	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	Nuclear pore complex, p54 component (sc Nup57)	KOG3091
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit alpha type PSMA1/PRE5	KOG0863
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit alpha type PSMA2/PRE8	KOG0181
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit alpha type PSMA3/PRE10	KOG0184
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit alpha type PSMA4/PRE9	KOG0178
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit alpha type PSMA5/PUP2	KOG0176
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit alpha type PSMA6/SCL1	KOG0182
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit alpha type PSMA7/PRE6	KOG0183
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit beta type PSMB1/PRE7	KOG0179
8	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit beta type PSMB2/PRE1	KOG0177
4	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit beta type PSMB3/PUP3	KOG0180
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit beta type PSMB4/PRE4	KOG0185
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit beta type PSMB5/PSMB8/PRE2	KOG0175
8	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit beta type PSMB6/PSMB9/PRE3	KOG0174
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	20S proteasome, regulatory subunit beta type PSMB7/PSMB10/PUP1	KOG0173
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	26S proteasome regulatory complex, ATPase RPT1	KOG0729
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	26S proteasome regulatory complex, ATPase RPT2	KOG0726
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	26S proteasome regulatory complex, ATPase RPT3	KOG0727
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	26S proteasome regulatory complex, ATPase RPT4	KOG0651
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	26S proteasome regulatory complex, ATPase RPT5	KOG0652
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	26S proteasome regulatory complex, ATPase RPT6	KOG0728
10	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase	KOG0730
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase	KOG0735
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase	KOG0737
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase	KOG0738
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase	KOG0739
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase	KOG0740
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase	KOG0741
2	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase	KOG0742
6	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase	KOG0743
6	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase	KOG0744
12	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase containing the bromodomain	KOG0732
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase containing the peptidase M41 domain	KOG0731
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	AAA+-type ATPase containing the peptidase M41 domain	KOG0734
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	ATP binding protein	KOG1672
3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Alkyl hydroperoxide reductase, thiol specific antioxidant and related enzymes	KOG0852
3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Alkyl hydroperoxide reductase, thiol specific antioxidant and related enzymes	KOG0854
3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Alkyl hydroperoxide reductase, thiol specific antioxidant and related enzymes	KOG0855
6	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Alpha crystallins	KOG3591
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Alpha-macroglobulin	KOG1366
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Asparaginyl peptidases	KOG1348
6	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Beta-tubulin folding cofactor E	KOG3207
3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Chaperone HSP104 and related ATP-dependent Clp proteases	KOG1051
30	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Chaperonin complex component, TCP-1 alpha subunit (CCT1)	KOG0360
30	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Chaperonin complex component, TCP-1 beta subunit (CCT2)	KOG0363
30	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Chaperonin complex component, TCP-1 delta subunit (CCT4)	KOG0358
35	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Chaperonin complex component, TCP-1 epsilon subunit (CCT5)	KOG0357
30	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Chaperonin complex component, TCP-1 eta subunit (CCT7)	KOG0361
30	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Chaperonin complex component, TCP-1 gamma subunit (CCT3)	KOG0364
30	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Chaperonin complex component, TCP-1 theta subunit (CCT8)	KOG0362
30	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Chaperonin complex component, TCP-1 zeta subunit (CCT6)	KOG0359
4	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Cysteine proteinase Cathepsin F	KOG1542
4	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Cysteine proteinase Cathepsin L	KOG1543
3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Dipeptidyl aminopeptidase	KOG2100
2	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Dipeptidyl aminopeptidases/acylaminoacyl-peptidases	KOG2281
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	E3 ubiquitin ligase interacting with arginine methyltransferase	KOG4400
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	E3 ubiquitin ligase involved in syntaxin degradation	KOG0978
12	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	FKBP-type peptidyl-prolyl cis-trans isomerase	KOG0543
2	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	FKBP-type peptidyl-prolyl cis-trans isomerase	KOG0544
3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	FKBP-type peptidyl-prolyl cis-trans isomerase	KOG0549
2	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	FKBP-type peptidyl-prolyl cis-trans isomerase	KOG0552
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Gelatinase A and related matrix metalloproteases	KOG1565
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Glutaredoxin-related protein	KOG0911
15	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Hsp70-interacting protein Hip/Transient component of progesterone receptor complexes and an Hsp70-binding protein	KOG1308
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Meltrins, fertilins and related Zn-dependent metalloproteinases of the ADAMs family	KOG3607
9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Metalloproteinase-related collagenase pM5	KOG1948
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Mitochondrial chaperonin	KOG1641
31	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Mitochondrial chaperonin, Cpn60/Hsp60p	KOG0356
29	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0550
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0691
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0712
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0713
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0714
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0715
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0716
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0717
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0718
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0719
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0720
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0721
1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (DnaJ superfamily)	KOG0722
7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperone (small heat-shock protein Hsp26/Hsp42)	KOG0710
13	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperones GRP170/SIL1, HSP70 superfamily	KOG0104
13	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperones GRP78/BiP/KAR2, HSP70 superfamily	KOG0100
13	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperones HSP105/HSP110/SSE1, HSP70 superfamily	KOG0103
13	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperones HSP70/HSC70, HSP70 superfamily	KOG0101
13	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular chaperones mortalin/PBP74/GRP75, HSP70 superfamily	KOG0102
57	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Molecular co-chaperone STI1	KOG0548
2	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	NifU-like domain-containing proteins	KOG2358
8	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	Nuclear AAA ATPase (VCP subfamily)	KOG0733
